Disease	Dimension 1	Dimension 2	Dimension 3	Dimension 4	Dimension 5	Dimension 6	Dimension 7	Dimension 8	Dimension 9	Dimension 10	Dimension 11	Dimension 12	Dimension 13	Dimension 14	Dimension 15	Dimension 16	Dimension 17	Dimension 18	Dimension 19	Dimension 20
Congenital_Nail_Anomaly	-0.894905209	0.668545134	-0.500891821	0.446454804	-0.431265548	0.478770999	-0.13625896	0.349815371	-0.632699168	-0.275250312	0.60198071	-0.120517682	-0.22118011	-0.126497091	0.090433039	-0.0094193	0.498505193	-0.19865579	-0.079620943	0.003855558
Arterial_Embolism_Thrombosis	-1.130189426	1.555856654	1.867283152	-1.978753362	1.584981403	1.12617505	1.235994026	0.664191057	-1.733615894	0.396934616	-0.007686288	-2.410404199	0.478979821	-0.789603964	-1.010970084	0.574240342	-0.24618082	-0.461340363	-0.810812308	-0.009535829
Congenital_Pigmentary_Anomaly	0.250483233	2.864901099	-1.06611441	-0.129132107	-0.914763362	-0.72568104	1.235142716	-0.831813006	-1.5566146	1.636324099	-0.013169139	-0.388015046	0.496234758	-0.250769112	0.35690714	-0.255728805	0.657956875	-0.017998879	0.7651095	-0.003221967
Corns_Callosites	-0.310860994	0.755584293	-1.901927733	-2.517707005	1.281605641	2.404079994	0.181642158	-0.384199882	-1.259066535	-0.015881674	1.414187025	0.162240508	-0.189859823	-0.832847825	-1.839864161	1.69711087	-0.378429355	-0.510463359	1.055840464	0.00775056
Dermatitis_Herpetiformis	-1.342412808	3.086581142	-1.192473607	-1.04968916	-2.263555506	0.134673465	-0.0296019	-0.89408569	-0.706448717	1.138088224	0.723479362	-0.544348904	-0.069803581	-0.138944678	0.367458284	0.271246132	0.349351626	-0.344953699	-0.236451531	-0.001596038
Dyschromia	-0.78555881	0.472196085	-2.773789876	0.166397241	0.207288575	-1.179457292	-0.984834786	-0.248340508	-1.408326918	0.392624799	1.101913275	-0.31454802	0.961240813	-0.345434782	0.017960239	-0.925537462	-0.747289837	0.019137406	0.11111611	-0.002498977
Epidermolysis_Bullosa	-0.123774647	0.813266453	-2.16855569	-0.956450873	-0.087467365	-0.055775766	0.1487433	-0.924932111	-1.827036031	0.25656992	1.479325782	0.258929252	-0.374979051	-0.088975915	-0.499638213	-0.236163097	-0.834538738	-0.339047432	0.996189536	0.001997902
Erythematous_Disorder	-0.831237142	0.793130595	-0.405842492	-0.400906342	-0.435264112	0.022108572	0.210138171	0.016560747	-0.012534345	-0.407061841	-0.203453331	0.319289993	0.003260115	0.193164923	-0.095359694	0.025998035	0.072540345	-0.018861296	0.01865008	0.008686171
Hair_Related_Disease	-1.350559533	0.566743107	-1.300323347	-0.353535664	-1.125886726	-0.032170097	-0.784610434	-0.757799692	-1.300119791	-0.842383021	0.973772686	-0.26206091	0.290618166	0.53412264	0.37431231	-0.668066748	-0.432212392	-0.77745872	0.396245322	-0.00666611
Ichthyosis_Congenita	-1.065796092	1.58294752	-0.764150894	-0.383519734	-2.042870425	0.271943063	-0.221280115	-0.732059248	-1.366630586	1.160798929	1.130676025	0.237203093	-0.359020991	-0.323369901	0.018790809	0.065279164	0.75421596	-0.363063516	-0.104180669	0.003877606
Keratosis	-0.381909993	0.577096971	-2.775352356	-0.825678757	0.989641493	-1.340244788	-1.343132786	-0.940246971	-0.614088641	0.149746445	0.804558495	-0.842910461	1.419554539	-0.375254532	-0.417756426	-0.136712245	-0.249706096	0.458754724	-0.062916892	-0.005317933
Atherosclerosis	0.051085572	0.475612369	-0.153258226	-2.019799721	2.068525696	0.485883754	-0.275776114	-0.231741239	0.302589053	-0.073462553	-0.288953283	-1.694992601	0.176275139	0.203405325	-0.197832404	0.726633892	2.105311733	-0.309482974	-0.354216831	-0.00902396
Lichen	-1.237151239	1.531753259	-2.728503845	-0.819681591	-2.211002403	-0.745785834	-1.238613777	-0.297711291	0.066955107	0.873435257	1.150472812	-1.186625013	-0.300462657	-1.030204314	-0.038603376	0.125193159	0.055997795	-0.471207066	-0.113875017	-0.00794488
Marfan_Syndrome	2.12594545	-0.869966222	1.801638343	-1.206525359	0.952813936	-1.636659546	0.359820244	-0.617177892	-2.548963434	0.172426104	1.110560905	0.573846893	-0.603060621	0.927819204	0.195594187	-0.055986243	1.448583515	-1.827501753	-1.291278292	-0.002854648
Nail_Disease	-0.260301734	0.856507729	-1.428298855	-2.588881799	0.819477425	2.488568721	0.124915373	-0.885318934	-0.847256669	-0.860660712	1.069909907	0.254985187	0.198951639	-0.662225339	-1.212347631	0.755614616	-0.451711529	-0.192142389	0.954335349	0.010569861
Non-Specific_Congenital_Integumentary_Anomaly	-0.271603535	0.872828695	-0.832408251	-0.963662927	-0.41950144	-0.816641661	0.139843185	0.34994726	-1.808139121	0.167783295	0.107812477	-0.31178925	0.584987819	-0.260464525	0.031577484	-0.517792022	0.635730448	-0.460180447	0.261440387	0.00167236
Non-Specific_Dental_Disorder	0.187330791	0.555029973	0.484086274	-1.223945396	-1.14451883	-0.40343292	-0.026366109	1.707008644	0.621046107	-0.733308878	0.177702485	-1.118853078	-1.32321182	1.074159653	0.626894762	0.124917841	0.305893852	-1.008477175	-0.118163527	-0.002192284
Non-Specific_Gingival_Peridontal_Disorder	-0.057190082	0.656969758	0.344803842	-1.294760777	-1.178391057	-0.388331313	-0.309207993	1.572130042	0.615868048	-0.865418217	0.161233465	-1.198365279	-1.395323492	0.944156276	0.576744811	0.152408645	0.540962499	-0.698510814	-0.188588535	-0.000551549
Non-Specific_Skin_Disorder	-1.627516023	0.551806209	-0.767369589	-1.427528317	0.084280614	0.06286818	-0.934390069	-0.615077802	-1.882022598	-0.550572191	1.206691609	-0.529875842	0.12078618	-0.861019057	-0.734506889	0.047526991	-0.437879626	-0.360034056	0.301019951	0.006365464
Non-Specific_Soft_Tissue_Disorder	-1.071387476	-0.724786427	0.610301307	-0.411434675	-0.640500865	-1.095422834	0.2898038	1.984773485	-0.763117816	1.006092044	1.879657275	1.348847947	0.352331398	1.319961286	-0.949530554	-0.263187632	-0.217549357	0.506985095	-0.919904926	-0.0029197
Oral_Soft_Tissue_Disease	-0.324602233	-0.049849189	-0.896741926	-1.002482515	-1.5332227	-0.631026371	-0.626916667	0.105814626	0.32710149	-0.333481026	0.771230155	-1.04725826	-1.27039891	0.623827644	0.453399039	-0.296727538	-0.231650224	-0.057839607	-0.144014661	0.003646135
Photodermatitis	-0.497864119	0.560902008	-2.766750168	-0.363388812	0.567932905	-1.52054663	-1.185976856	-0.592168713	-0.85178698	0.219507629	0.981261406	-0.699411033	1.55234683	-0.380354341	-0.189822475	-0.721445403	-0.308095113	0.311449406	0.107713968	0.002695037
Cerebral_Lipidoses	1.191890227	1.450301645	0.9560406	-0.989235875	-1.013900229	0.961952753	-0.667997433	1.622874358	-0.396243763	0.4349179	-0.788086114	-0.729742274	0.299611274	-0.210694664	-0.003041357	-0.089687386	-0.509073845	0.371796503	0.301419427	0.015517537
Cardiac_Conduction_Disorder	0.038541746	-1.63730474	-0.373660479	-0.774464712	3.071725998	-0.194978807	-0.17728708	-0.65529828	0.128646382	0.19413823	0.024169245	-0.315631353	0.459785279	0.502591636	-0.600288359	-0.799203617	1.410914419	-0.496818981	-0.067127386	0.010055624
Radiation_Sensitivity	-1.661074243	-0.506759702	-1.087416892	-1.948277015	1.432169663	0.745137275	2.44214255	-1.52442757	1.99162452	0.270068917	0.195520229	0.214055634	0.18555964	-0.068696218	1.511793938	0.848314248	-0.34014949	0.532494341	0.425989565	8.16E-06
Rosacea	-0.747474602	0.206612235	-3.351026641	0.538263553	-0.132669233	-0.118916138	-1.141479124	-0.293599411	-1.278540252	0.214220989	0.780254964	0.28183899	1.225971699	0.02569431	-0.081598429	-0.801483553	-0.479727091	-0.387420185	-0.190550383	-0.002733048
Sebaceous_Gland_Disorder	-1.083172791	0.127271843	-2.378025441	0.1740847	0.042767905	-1.582088526	-0.931232008	-0.56935008	-1.582142137	0.263500377	1.074492551	-0.609024986	1.394746626	-0.248812068	0.039349898	-1.186017928	-0.375027791	-0.073404419	0.192411188	0.000904913
Seborrheic_Dermatitis	-0.590869088	0.637883656	-2.598858042	-0.109701441	-0.345936525	0.063859645	-0.870107602	-1.329394221	-1.109710988	0.655871214	1.138049853	-0.623641819	0.52048814	0.082278314	0.178131276	-0.573230035	-0.274008	-0.70865916	0.4954249	0.003545846
Sweat_Gland_Disorder	0.033698197	1.627174614	-1.348828852	-1.367995626	-1.023702523	0.240324323	0.391729902	-0.083156796	-0.716901169	0.165044634	0.50168584	-0.186532869	-0.367291641	0.0243017	0.293761255	-0.26834273	0.681106434	-0.32588626	0.614040597	0.000905046
Tongue_Disease	0.061182073	-0.668657959	-1.245359712	-0.741032179	-1.95385101	-0.666331818	-0.5181521	0.333847828	0.754070587	0.184597702	0.757200072	-1.61893479	-1.521267366	0.290603189	0.46730961	0.211649493	0.238051554	0.234772281	-0.245667832	0.001672212
Alpha-1-Antitrypsin_Deficiency	0.023160581	0.971472209	1.120979236	-0.081171696	-3.442923899	-2.491212693	1.219356079	-0.86383695	0.069071781	0.620643836	-1.09031018	-0.737833462	2.37844118	-0.714209343	-0.827523606	-0.16748356	-0.102880376	-0.321233621	-1.110151347	-0.009873513
Aromatic_Amino_Acid_Metabolism_Disorder	1.697067097	1.882518189	-0.327110295	1.202557477	-0.522064203	-0.266296794	-1.908606543	-0.177393718	-0.901980417	-0.117038527	-0.762630895	0.16635342	-0.276051564	-0.207354509	-0.419186857	-0.001397578	0.427181843	-0.200710034	0.201441823	-0.003922287
Branched_Chain_Amino_Acid_Metabolism_Disorder	0.486372953	3.181036462	0.312060685	0.796838117	-0.429860571	0.773322534	-0.84065455	0.916778619	0.496776538	-0.173491823	-0.995062497	-1.062796409	0.159893048	-0.194987214	-0.141483581	-0.233031199	-0.529513741	0.002034607	0.173304842	0.000556677
Cardiac_Dysrhythmia	-0.01873599	-1.441436873	-0.497968098	-0.336785516	2.811155833	0.260369687	-0.073595003	-0.902519792	0.095608749	0.115772127	0.203756604	-0.564998652	0.873004967	0.034682885	-0.77566475	-1.146481402	1.664715959	-0.311433051	0.116031905	0.008119149
Chondrocalcinosis	-1.401852843	-0.412393842	0.661782892	0.94805409	1.082432108	-0.450374854	-1.517479097	-1.349354849	1.476946115	-0.878889384	1.864362784	1.206148122	-0.918470661	1.476182508	-2.833417386	-1.035617718	-1.000809179	0.232952077	-0.350734977	0.005133348
Circulating_Enzyme_Deficiency	0.013675304	2.452474675	1.443810346	0.646641353	-2.979661613	-1.686296128	0.658033005	0.000557144	0.13382807	0.497233284	-0.48743858	-0.487802334	1.389131502	-0.670570427	-0.365073554	-0.068068242	-0.001138176	-0.216664749	-0.735233616	-0.004792477
Copper_Metabolism_Disorder	-1.524401967	-0.068613674	1.159335632	1.779970869	-1.023761904	0.29709054	-1.18091871	0.659649234	0.350628422	0.828646685	-0.691642628	-0.757019603	-0.088948883	1.591751712	-0.280867614	-0.407507548	0.09280588	0.156135274	-0.040371287	0.006228263
Disorders_of_Fatty_Acid_Oxidation	0.858964205	3.934795383	0.341697895	1.467726018	-0.310781013	1.165901241	-1.103100987	0.01461425	-0.10811851	-0.519890862	-1.567722552	-0.701899883	-0.263168484	-0.356812329	-0.178015537	-0.136068175	-0.412380658	0.031310947	0.122283992	-0.000548823
Disorders_of_Mitochondrial_Metabolism	3.15892918	-0.839528555	3.411441483	3.079415709	-0.677510422	2.682873409	0.590082726	-0.456974098	2.141276343	-0.662290824	-1.416813991	1.248472761	-1.529463672	0.308359724	-0.505521335	0.402125289	-0.642931043	1.111300954	-0.246993868	0.001453982
Disorders_of_Straight_Chain_Amino_Acid_Metabolism	0.82177795	2.331771731	0.149341533	1.146742849	-0.669741014	0.556368021	-0.286118287	0.615999303	1.020392843	-0.662182465	-1.525630418	-1.134122178	-0.087321128	-0.032591008	0.102116345	0.578521447	-0.40919288	-0.087316863	0.050703638	0.000835078
Disorders_of_Urea_Cycle_Metabolism	-0.725752087	0.767147235	2.568048826	0.691477113	-1.127131143	-0.289920429	-0.956025528	1.728055743	2.192672893	-0.597517956	-2.001875985	-0.91182043	-0.032833031	1.847060051	-1.036016775	-0.527256804	-0.420918039	0.162260635	0.06234211	-0.004426378
Electrolyte_Acid-Base_Balance_Disorder	-0.957999102	-0.209337986	1.45377021	1.151593739	1.032744128	-0.355505784	-0.148247844	0.551306011	1.456208041	0.603131081	-0.566058586	0.347334899	-0.421685106	-0.384727465	-0.776345189	-0.25331402	0.715190223	-0.2294233	0.296041312	0.00605794
Galactosemia	0.862644366	2.77179584	-0.361425525	0.334499626	-0.252095455	0.747914225	-0.109489773	0.861871903	-0.72598507	0.163746384	-0.454665397	-0.577856547	0.067482949	-0.347619054	0.086248501	0.207840124	-0.099877719	-0.012325669	0.212628968	0.002344032
Generalized_Lipidoses	0.146910079	2.249648633	0.155724556	1.330637994	-0.862570133	-0.600241539	-1.676143165	0.190424797	0.147009753	-0.020555472	-0.18606959	-1.81259728	-0.246378171	-0.278861918	-0.504532115	0.724599965	-0.111549057	-1.233884205	-0.548013853	-0.006425742
Cardiomyopathy	-0.31679448	-1.619030406	0.092829753	-0.256362664	2.001928756	0.633529021	-0.140346732	-1.198559452	-0.553488798	-0.352575365	-0.284057716	-0.187242178	0.478700693	0.439071141	0.314008368	-1.125547258	3.340184079	-0.01071464	0.470204343	-0.008189016
Gout_Related_Crystal_Arthropathies	-0.854104728	1.44101634	0.918981798	0.139347831	1.307180654	-0.364315271	-1.268329949	-1.5735929	0.87333155	-1.392277928	-0.001689148	0.689617347	1.062736175	2.129013492	-1.779264221	0.565772301	0.746710817	0.22079693	-0.480303651	-0.00175465
Hereditary_Fructose_Intolerance	-0.024327648	0.765603006	-0.524390361	0.423520347	-0.335240772	0.064706558	0.023798944	0.117816802	0.509217796	-0.137695506	-0.5597675	-0.478950735	-0.076808169	0.410135841	0.139221486	0.16985311	0.050627659	-0.047689982	-0.066726029	0.001611588
Hereditary_Hemochromatosis	-0.716489667	0.08566186	0.092780253	2.38985111	0.470189888	0.084401505	-1.541654533	-1.188333191	-2.316159584	1.816695333	-0.728520014	-0.200667723	0.340111897	1.538581572	0.002195813	-0.268130915	-0.394963298	0.479248624	-0.562687786	0.004678693
Histidinemia	-0.023819489	0.235224675	-0.541098056	-0.172119435	0.130712127	0.078792685	0.135937072	0.125937679	0.23413185	-0.385456763	-0.091097589	0.104600461	0.135081917	0.190409514	-0.073637679	-0.05727545	0.069338472	-0.054208705	0.032822875	0.014730652
Homocystinuria	-0.218792373	0.731375198	0.098391983	3.678691343	0.568807919	1.849524371	-0.476179198	0.60033902	-0.799907482	-0.034059905	0.412059578	-1.876629025	1.673932716	-0.127048068	0.341245468	-0.484857757	0.015976735	-0.169125876	0.072578352	-0.006110166
Hyperalimentation	-0.730293997	-0.395094796	1.502724974	1.162297443	-1.095750545	1.156482569	0.510579157	-0.054262916	-0.265054555	-1.25144193	-2.86334058	0.525179569	0.421255264	0.083987754	-0.376303413	-0.303602151	-0.210804585	0.189021525	-0.322095429	0.003282518
Hyperchylomicronemia	0.10560705	1.242941607	-0.578599937	1.713955673	-0.93818256	0.587931589	-1.292120452	-0.114384499	-0.794171992	-0.359426966	-0.951492644	-1.899666483	-0.462526126	-0.462364162	-0.217070936	1.147754326	-0.031833666	-0.593115605	-0.775936095	-0.000316026
Iron_Metabolism_Disorder	-0.737067387	-0.062193972	-0.051147572	2.748635047	0.541698698	0.167479368	-1.672476749	-0.580239624	-1.59442963	1.93697379	-0.715572769	0.131338864	0.164392055	2.027105008	-0.063293033	-0.119250438	-0.320796529	0.735053777	-0.566569529	-0.008442581
Lactose_Intolerance	0.180490673	0.719143967	-1.368978332	1.842617876	0.020350647	0.127283065	-0.421293704	0.010668411	0.951768461	-0.135491852	-1.453476736	-0.621221354	-0.478293473	1.016982133	-0.789163752	0.234582642	-0.701289072	-0.792313183	-0.566777711	-0.000651706
Cerebrovascular_Disease	1.254802352	-0.130998323	1.347397974	-0.782564633	2.206998449	0.712344103	-1.193960609	1.04162706	0.778119705	0.475156908	-0.380037647	-1.55926748	0.700970108	-0.988377137	-0.547959428	-0.011638294	0.191095346	-0.582686552	-0.449509919	0.00140173
Lipodystrophy	-1.988496853	-0.499294734	-1.023189128	0.972277838	-0.761781944	0.669228163	-1.259657425	0.411789757	-1.834086388	-0.40482039	-1.263110882	-0.789360338	-0.1073912	0.028880973	0.349664358	0.236936737	0.350062931	-0.024122998	0.038810291	0.003694657
Lipoprotein_Deficiency	-0.963315566	0.073858761	-0.839508448	1.958919313	0.699979473	0.146174722	-2.085008946	0.002597746	-0.405258592	-1.566717603	-0.623955382	-1.189657022	-0.758306087	1.553533678	-0.212902098	0.426741442	0.546514319	-0.079066165	-0.711687173	-0.002287494
Localized_Adiposity	-1.782420568	-0.235476268	-0.825974284	0.810044036	-0.94934619	0.70349723	0.904100536	0.813791805	-2.596740762	-0.442326247	-1.969362833	0.384465613	-0.953799861	0.341849584	-0.574609694	-0.245329731	0.202269448	-0.22823467	-0.222574167	-0.000724561
Lysosomal_Storage_Disease	2.180143705	2.030153708	2.102494612	3.394384115	1.777657945	0.051342168	-0.144621046	-1.155164563	0.924387094	-0.554820309	-0.947973252	0.586648945	0.828606103	1.115391452	0.054204373	-0.36978977	-0.618038731	0.234352312	-0.288590855	0.005752409
Malnutrition	-2.271923727	-1.724068469	2.170330563	0.990617559	-0.032255812	1.215993943	0.899743425	0.074280406	0.661717708	1.09521573	-0.353449526	-0.289086856	-1.22739464	-0.292350337	-0.929807998	-0.618281283	-0.348277565	-0.598726911	0.674576702	0.004380504
Metabolic_Syndrome_X	-0.76250947	0.013368972	-0.694625018	2.58952052	0.149285504	0.547616775	-0.687058128	0.930853777	-0.871858174	-2.171692402	-0.728538803	-0.316286492	-0.650225506	0.688565648	-1.169885511	0.910145458	0.760044112	-0.711677827	-0.524013093	-0.001367168
Mixed_Hyperlipidemia	0.606236078	1.587221597	-1.474696057	0.871532201	0.400920333	0.040553583	-0.658274784	0.472239312	0.803415606	-1.075328876	-0.987271786	-0.736941528	0.704589663	0.041727095	-0.338969879	1.291152018	1.684562316	-0.076972725	0.062155252	0.000244032
Mucopolysaccharidosis	0.376197192	0.210121825	-0.48538384	-0.39254391	-0.022683254	0.043445111	0.164077087	0.275640724	0.296154845	-0.198017574	-0.136098383	0.021212387	0.099296539	0.149949221	-0.057228269	-0.022426439	0.055724742	-0.049729349	0.039904863	0.017478398
Non-Specific_Metabolic_Disorder	-1.47496287	-0.037900304	1.049028087	2.586071656	0.817681944	-0.627964201	-1.016617559	0.128856056	1.074018168	-0.208771444	-0.037279953	0.145820985	-1.185908751	0.357541905	-1.534316304	0.09826371	-0.316243806	0.291082411	-0.210456417	0.006471182
Non-Specific_Sugar_Metabolism_Disorder	-0.376137783	-0.631981751	0.922193699	1.514395844	-0.157286124	1.203981637	-0.233470599	1.057821441	0.342363162	-0.737611379	0.118359361	-0.136895372	-1.569252714	-0.358964256	0.000119757	0.958513207	0.743607655	-1.00437795	0.327881673	0.008880906
Chronic_Venous_Hypertension	-2.288179771	-1.235971121	0.381989148	-0.111184981	-0.273656141	1.84766233	0.851704198	-1.046796463	-2.800260558	-1.397461877	0.914033656	-1.206668247	-0.151339903	-1.208377607	-2.31225364	0.174727831	-0.397527741	-1.872296276	-0.977613395	0.003262204
Obesity	-0.550108396	-0.306317398	-0.087268077	0.966022448	-0.085152262	1.152628343	1.151473162	0.72164289	-1.094305183	-1.600537287	-2.005801828	0.765446596	-0.125822941	1.306713632	-1.558777447	0.575196009	1.036283594	-0.439335012	0.275087222	0.006189046
Other_Inherited_Amino_Acid_Metabolic_Disorder	0.81530519	2.674977698	0.587768474	2.971053978	-0.222427751	1.123496438	0.015722138	0.607180327	0.877970566	0.053434156	-0.487730038	-0.471625699	0.064561583	-0.078191114	-0.142119973	-0.121044024	-0.214413814	0.2692251	0.32795365	-0.004159871
Overweight	-0.11299691	0.361612191	-1.134724292	1.44390211	0.216173919	0.468449034	-0.212818033	0.790675073	-0.960634369	-1.468996722	-1.253022667	0.323935213	-0.227400127	1.591048633	-1.060174459	0.056110552	0.323024358	-0.829815232	0.13996308	0.001247039
Peroxisomal_Disorders	0.601142548	0.27066414	0.073062835	0.133572909	-0.53944499	-0.165839125	-0.275561802	0.312942254	0.402903497	-0.263901966	-0.040318797	-0.465813081	0.157666683	0.14110552	-0.255711676	0.083520309	0.024375439	0.110125857	0.007933694	0.015842689
Phenyketonuria	2.06590698	4.421052353	-0.140934982	-0.824061346	-0.039770111	0.42133563	0.243769579	0.503360815	-1.38814165	0.018053774	-0.355695624	-0.558029887	-0.304587114	-0.514099812	0.315519965	0.402724768	0.090891337	-0.274346475	0.066752317	-0.008277019
Phosphorus_Metabolism_Disorder	-2.339031049	0.160890081	2.178321236	2.14289062	1.076417766	-0.065349856	-0.630891897	-0.231825651	0.765209189	0.121602181	-0.298506363	1.205587382	-1.296717371	0.729034205	-1.428215352	0.34911054	0.009906987	-0.66607241	1.321644365	-0.004484611
Porphyrin_Metabolic_Disorder	-2.287120022	0.65421236	1.185441954	1.060835234	-2.25369714	-0.355297613	-1.382916199	0.795506602	-1.085988802	0.849864985	-0.591594897	-1.483150008	0.747640567	0.702503713	-0.206695848	-0.633603172	0.113316934	-0.341516675	-0.528266627	-0.007172472
Primary_Carnitine_Deficiency	0.113569783	1.553459761	0.188180677	1.699999586	-0.164147097	1.216974109	-0.35548131	-0.049138568	0.026555177	-0.438889243	-0.497228307	-0.463566905	-0.194494303	-0.028282823	-0.151622273	0.062908665	-0.135742253	0.185878226	0.115633427	0.00330893
Pure_Hyperglyceridemia	-0.470149866	0.731560706	-0.666049393	1.253712208	-0.342723844	-0.271163222	-1.457342591	0.527143855	0.481640029	-1.914993091	-1.352157246	-0.516096099	0.118060096	1.006359018	-0.138797477	0.984576978	1.133598805	0.061984421	-0.381808661	-0.003206087
Deep_Vein_Thrombosis	-1.024422498	0.443694106	1.319808972	0.067558833	1.660393852	1.105292322	1.892452903	0.457961028	-1.100333117	-0.878323571	0.159492694	-0.432320356	2.144304324	-0.226962621	-1.299028598	-0.695041607	-0.372557941	1.376479558	-0.170919935	-0.014595494
Purine_Pyrimidine_Metabolic_Disorder	-1.598783602	1.047086322	-0.036780292	2.845106749	-0.600670562	1.03901401	-0.347441384	-0.019630694	0.381590934	-1.185626792	-0.19832793	-0.790866522	0.394821548	-0.040484656	-0.202899411	0.176012992	0.004158388	0.485844175	0.254191398	-0.001983339
Unspecified_Hyperlipidemia	0.147894998	0.506623736	-1.06490781	0.284563575	0.79824148	0.026319589	-0.592599968	0.366970125	0.743252281	-0.955302378	-0.817380032	-0.37874321	0.226415725	0.42670874	-0.715262128	1.017435974	0.967862961	-0.001835434	-0.131627804	0.002228803
Unspecified_Lipid_Metabolism_Disorder	-0.370011562	0.708647604	-1.203774356	0.529038857	1.272723171	-0.317888111	-1.508703064	0.973190591	0.809374474	-1.317534151	-0.605354683	-0.640878328	-0.863178516	1.122517711	-0.670766934	1.004676571	0.635990719	0.020948724	-0.502672626	-0.004220092
Unspecified_Plasma_Protein_Metabolism_Disorder	-1.342398989	0.251885293	1.822155707	1.267220249	-0.325586179	0.765155463	-0.252032878	-0.545007829	0.503803484	1.632277114	0.188590594	0.283661392	-0.289089515	0.069750854	-0.613857067	-0.058581937	-0.136349054	0.212423337	0.392024511	0.013435283
Vitamin_Deficiency	-0.48973968	0.167614884	-1.289731838	2.781997876	-0.29802895	1.345264876	-0.600324175	0.784614093	0.818901549	0.241658553	0.295244381	0.313566838	0.433839965	-0.212053744	-0.807768233	0.772638987	0.54997938	0.077032617	0.316092805	0.005582507
Vitamin_Toxicity	-0.333183654	1.325395846	-0.212532035	1.419426235	-0.125838834	0.571226788	-0.156486091	0.245105914	0.239159377	-0.284797159	-0.056784585	-0.065430488	0.019329799	0.058799843	-0.269019882	-0.251809763	0.161130958	-0.096682231	-0.006405005	0.002188162
Abnormal_Spine_Curvature	1.53217347	-0.308835303	-0.713881954	-0.957317138	0.564280925	-0.570600058	1.593495798	0.777333058	0.124866971	2.406053488	2.015583844	1.760324034	1.388176206	0.44894642	0.685177871	-1.124921121	-0.469991287	0.126195721	0.434997415	-0.001246361
Acquired_Other_Myopathies	0.25817255	-2.016846593	3.055178932	0.656739744	-0.922822471	1.498147965	0.123258041	-0.269954704	-0.164409556	1.363610343	1.517699123	0.686912428	0.012286743	0.843481772	-0.214944097	1.258677277	0.268454784	-0.079020265	-0.960833978	0.003153533
Acquired_Limb_Deformities	1.449346372	1.464964749	0.933429964	-2.365731914	0.859208709	-0.33558201	1.110443011	0.070237945	-0.510855063	-0.093884846	0.89526036	1.298837776	-1.871635217	1.392196942	-1.116275656	-0.062206289	-0.446937646	0.412464996	0.603514648	0.00883207
Ehlers_Danlos_Syndrome	1.129430693	-3.013627183	2.318197895	0.739604715	1.423412548	0.847808644	1.047978689	0.397766234	-1.593483719	0.389788715	1.456012884	1.325804319	-1.536869987	1.604000662	0.319521222	-0.37638541	0.476253938	-0.151394533	-1.038469322	0.00189459
General_Hypertension	0.106658424	0.437537154	-0.568218628	0.005414461	1.016990487	0.230328525	-0.266250758	0.138563352	0.74497521	-0.654850529	-0.804004419	-0.102661304	0.348109333	0.20839702	-0.801934503	0.697497815	0.97192662	-0.058166317	-0.084427204	-0.006366123
Ellis_Van_Creveld_Syndrome	0.235907159	0.217886687	-0.590419195	-0.367525659	0.181849085	-0.057641615	0.176553889	0.128310819	0.117154986	-0.250703029	0.021800274	0.147650541	0.134192156	0.184890139	-0.051603724	-0.009631761	0.099160055	-0.107449943	0.022702345	0.020841054
General_Osteochondropathy	0.639289547	0.752242777	0.439556113	-1.108482424	0.120135691	-2.154441711	0.544613757	-0.072298704	0.08030957	-0.450236293	1.502293943	2.584881424	-0.268478417	2.361287817	-1.494655196	-0.924369373	-1.597567248	0.81786549	0.0351455	-0.006924904
General_Spondylosis_Spine_Disorder	1.159146617	0.883822349	-0.51454627	-0.752136351	-0.18708274	0.251387216	0.907638711	1.489650849	0.003796777	0.890719184	0.381930243	1.168136178	2.56071909	1.042004559	1.30419548	0.839879542	1.29525048	0.649673313	0.362605934	0.000411577
Hereditary_Progessive_Muscular_Dystrophy	0.803313997	-4.346713888	1.849545618	-0.436157667	0.166183403	1.301247305	1.883259266	-1.386143643	-1.35464752	0.133974389	1.775571001	1.311529958	-0.23186357	0.170750934	0.61502522	0.155440206	0.313364603	-0.255369051	-0.992700631	0.000362325
Hernia	-0.591328808	-0.648962675	-1.494596338	-0.581058224	0.728855578	-0.510718984	2.316300877	-0.666256307	0.131036485	0.842234969	-1.440557145	-0.468963109	-0.354566247	1.603547674	-0.323433334	1.179754926	-0.36538134	-0.508956598	-0.590467931	0.000317641
Jaw_Disease	0.727423279	-0.3294647	-0.947268375	-1.095588516	-0.799686918	0.133867637	-0.616928302	2.636438275	0.247926164	0.175390844	1.479436084	-0.920409946	-0.965072804	1.392421127	1.09347022	-0.318339885	-0.114945346	0.092412828	-0.590920749	-0.00393356
Multiple_Epiphyseal_Dysplasia	0.363514195	0.52460225	-0.374297427	-0.703013031	0.123729848	-0.459445597	-0.050652804	0.210362057	-0.120222192	-0.574279485	0.005603703	0.202451936	-0.14895037	-0.014082304	-0.084858637	0.08112961	0.073865373	-0.242514916	-0.121028558	0.010766159
Muscle_Ligament_Disorder	0.488289237	0.720335019	0.035409296	-0.277806641	0.604589161	0.557700058	-0.052902661	1.680543227	-0.557648374	0.487817797	1.452518035	1.690856261	1.092796675	1.816581286	-0.120828183	0.713155904	-0.35033322	0.383004994	-0.039499571	0.000879737
