11078831	Head_Neck cancer	Streptococcus anginosus	increase	Oropharynx
30060225	Sjögren Syndrome	Bifidobacterium	increase	Oral mucosae
30060225	Sjögren Syndrome	Dialister	increase	Oral mucosae
30060225	Sjögren Syndrome	Enterococcus	decrease	Oral mucosae
30060225	Sjögren Syndrome	Granulicatella	decrease	Oral mucosae
30060225	Sjögren Syndrome	Haemophilus	decrease	Oral mucosae
30060225	Sjögren Syndrome	Lactobacillus	increase	Oral mucosae
30060225	Sjögren Syndrome	Lautropia	decrease	Oral mucosae
30060225	Sjögren Syndrome	Neisseria	decrease	Oral mucosae
30060225	Sjögren Syndrome	Parvimonas	increase	Oral mucosae
30060225	Sjögren Syndrome	Peptostreptococcaceae	increase	Oral mucosae
30060225	Sjögren Syndrome	Ruminococcaceae	decrease	Oral mucosae
30060225	Sjögren Syndrome	Scardovia	increase	Oral mucosae
30075590	Wilsons Disease	Bacteroides	increase	Gastrointestinal tract
30075590	Wilsons Disease	Faecalibacterium	increase	Gastrointestinal tract
30075590	Wilsons Disease	Lachnospira	increase	Gastrointestinal tract
30075590	Wilsons Disease	Megamonas	increase	Gastrointestinal tract
30075590	Wilsons Disease	Phascolarctobacterium	decrease	Gastrointestinal tract
30075590	Wilsons Disease	Prevotella	decrease	Gastrointestinal tract
30075590	Wilsons Disease	Roseburia	decrease	Gastrointestinal tract
30077182	Behcets Disease	Acidiphilium	decrease	Gastrointestinal tract
30077182	Behcets Disease	Alistipes	decrease	Gastrointestinal tract
30077182	Behcets Disease	Anaerotruncus	decrease	Gastrointestinal tract
30077182	Behcets Disease	Bacteroides eggerthii	increase	Gastrointestinal tract
30077182	Behcets Disease	Bilophila	increase	Gastrointestinal tract
30077182	Behcets Disease	Clostridium	decrease	Gastrointestinal tract
30077182	Behcets Disease	Collinsella aerofaciens	increase	Gastrointestinal tract
30077182	Behcets Disease	Coprococcus	decrease	Gastrointestinal tract
30077182	Behcets Disease	Dialister invisus	decrease	Gastrointestinal tract
30077182	Behcets Disease	Eubacterium	decrease	Gastrointestinal tract
30077182	Behcets Disease	Fusobacterium	increase	Gastrointestinal tract
30077182	Behcets Disease	Fusobacterium mortiferum	decrease	Gastrointestinal tract
30077182	Behcets Disease	Megasphaera elsdenii	decrease	Gastrointestinal tract
30077182	Behcets Disease	Methanoculleus	decrease	Gastrointestinal tract
30077182	Behcets Disease	Methanomethylophilus	decrease	Gastrointestinal tract
30077182	Behcets Disease	Mitsuokella multacida	increase	Gastrointestinal tract
30077182	Behcets Disease	Oscillibacter	increase	Gastrointestinal tract
30077182	Behcets Disease	Parabacteroides	increase	Gastrointestinal tract
30077182	Behcets Disease	Paraprevotella clara	increase	Gastrointestinal tract
30077182	Behcets Disease	Paraprevotella	increase	Gastrointestinal tract
30077182	Behcets Disease	Pyramidobacter piscolens	decrease	Gastrointestinal tract
30077182	Behcets Disease	Subdoligranulum	decrease	Gastrointestinal tract
30084158	Sensitive scalp	Propionibacterium	increase	Skin
30088332	Chronic kidney disease	Bacteroides	increase	Gastrointestinal tract
30088332	Chronic kidney disease	Butyricicoccus	decrease	Gastrointestinal tract
30088332	Chronic kidney disease	Carnobacterium	decrease	Gastrointestinal tract
30088332	Chronic kidney disease	Clostridium innocuum	increase	Gastrointestinal tract
30088332	Chronic kidney disease	Collinsella	decrease	Gastrointestinal tract
30088332	Chronic kidney disease	Coprococcus	decrease	Gastrointestinal tract
30088332	Chronic kidney disease	Dialister	decrease	Gastrointestinal tract
30088332	Chronic kidney disease	Eggerthella	increase	Gastrointestinal tract
30088332	Chronic kidney disease	Erysipelatoclostridium	increase	Gastrointestinal tract
30088332	Chronic kidney disease	Eubacterium coprostanoligenes	decrease	Gastrointestinal tract
30088332	Chronic kidney disease	Eubacterium hallii	decrease	Gastrointestinal tract
30088332	Chronic kidney disease	Eubacterium rectale	decrease	Gastrointestinal tract
30088332	Chronic kidney disease	Flavonifractor	increase	Gastrointestinal tract
30088332	Chronic kidney disease	Lachnospira	decrease	Gastrointestinal tract
30088332	Chronic kidney disease	Parabacteroides	increase	Gastrointestinal tract
30088332	Chronic kidney disease	Romboutsia	decrease	Gastrointestinal tract
30088332	Chronic kidney disease	Roseburia	decrease	Gastrointestinal tract
30088332	Chronic kidney disease	Ruminiclostridium	increase	Gastrointestinal tract
30088332	Chronic kidney disease	Ruminococcus	decrease	Gastrointestinal tract
30088332	Chronic kidney disease	Ruminococcus gnavus	increase	Gastrointestinal tract
30088332	Chronic kidney disease	Ruminococcus torques	increase	Gastrointestinal tract
30088332	Chronic kidney disease	Sellimonas	increase	Gastrointestinal tract
30088332	Chronic kidney disease	Shigella	increase	Gastrointestinal tract
30088332	Chronic kidney disease	Subdoligranulum	decrease	Gastrointestinal tract
30088332	Chronic kidney disease	Tyzzerella	decrease	Gastrointestinal tract
30088332	Chronic kidney disease	Weissella	increase	Gastrointestinal tract
30089174	Macular degeneration	Gemella	increase	Throat
30089174	Macular degeneration	Leptotrichia	decrease	Throat
30089174	Macular degeneration	Prevotella	decrease	Throat
30089174	Macular degeneration	Streptococcus	increase	Throat
30101990	Acne	Allobaculum	decrease	Gastrointestinal tract
30101990	Acne	Bifidobacterium	decrease	Gastrointestinal tract
30101990	Acne	Butyricicoccus	decrease	Gastrointestinal tract
30101990	Acne	Coprobacillus	decrease	Gastrointestinal tract
30101990	Acne	Lactobacillus	decrease	Gastrointestinal tract
30104869	COPD	Granulicatella	decrease	Sputum
30104869	COPD	Neisseria subflava	decrease	Sputum
30108246	Bladder cancer	Actinobaculum massiliense	increase	Urine
30108246	Bladder cancer	Corynebacterium appendicis	decrease	Urine
30108246	Bladder cancer	Corynebacterium	decrease	Urine
30108246	Bladder cancer	Facklamia	increase	Urine
30108246	Bladder cancer	Fusobacterium	increase	Urine
30108246	Bladder cancer	Fusobacterium nucleatum	increase	Urine
30108246	Bladder cancer	Jonquetella anthropi	increase	Urine
30108246	Bladder cancer	Roseburia hominis	increase	Urine
30108246	Bladder cancer	Ruminococcaceae	increase	Urine
30108246	Bladder cancer	Streptococcus cristatus	decrease	Urine
30108246	Bladder cancer	Subdoligranulum	increase	Urine
30108246	Bladder cancer	Veillonella dispar	decrease	Urine
30113252	Neuromyelitis optica	Faecalibacterium	decrease	Gastrointestinal tract
30113252	Neuromyelitis optica	Lachnospiraceae	decrease	Gastrointestinal tract
30113252	Neuromyelitis optica	Shigella	increase	Gastrointestinal tract
30113252	Neuromyelitis optica	Streptococcus	increase	Gastrointestinal tract
30113305	Pelvic inflammatory disease	Acinetobacter	increase	Pelvic cavity
30113305	Pelvic inflammatory disease	Escherichia	increase	Pelvic cavity
30113305	Pelvic inflammatory disease	Gardnerella	increase	Cervix
30113305	Pelvic inflammatory disease	Lactobacillus	increase	Cervix
30113305	Pelvic inflammatory disease	Sneathia	increase	Pelvic cavity
30113305	Pelvic inflammatory disease	Streptococcus	increase	Pelvic cavity
30177353	Infant colic	Acinetobacter	increase	Gastrointestinal tract
30177353	Infant colic	Bifidobacterium	decrease	Gastrointestinal tract
30177353	Infant colic	Lactobacillus iners	increase	Gastrointestinal tract
30185226	Psoriasis	Alloiococcus	increase	Skin
30185226	Psoriasis	Comamonas	increase	Skin
30185226	Psoriasis	Dermabacter	increase	Skin
30185226	Psoriasis	Ethanoligenens	decrease	Skin
30185226	Psoriasis	Flavobacterium	increase	Skin
30185226	Psoriasis	Gallicola	increase	Skin
30185226	Psoriasis	Helcococcus	increase	Skin
30185226	Psoriasis	Hyphomicrobium	increase	Skin
30185226	Psoriasis	Larkinella	increase	Skin
30185226	Psoriasis	Macrococcus	decrease	Skin
30185226	Psoriasis	Marinicella	increase	Skin
30185226	Psoriasis	Micrococcaceae	increase	Skin
30185226	Psoriasis	Novosphingobium	increase	Skin
30185226	Psoriasis	Pedobacter	increase	Skin
30185226	Psoriasis	Peptostreptococcus	increase	Skin
30185226	Psoriasis	Propionibacterium	decrease	Skin
30185226	Psoriasis	Pseudomonas	increase	Skin
30185226	Psoriasis	Rhodocyclaceae	increase	Skin
30185226	Psoriasis	Roseateles	increase	Skin
30185226	Psoriasis	Roseomonas	increase	Skin
30185226	Psoriasis	Sphingomonas	increase	Skin
30185226	Psoriasis	Vogesella	increase	Skin
30185226	Psoriasis	Williamsia	increase	Skin
30192713	Coronary artery disease	Catenibacterium	increase	Gastrointestinal tract
30192713	Coronary artery disease	Enterococcus	increase	Gastrointestinal tract
30192713	Coronary artery disease	Eubacterium rectale	decrease	Gastrointestinal tract
30192713	Coronary artery disease	Faecalibacterium	decrease	Gastrointestinal tract
30192713	Coronary artery disease	Flavonifractor	decrease	Gastrointestinal tract
30192713	Coronary artery disease	Lachnospiraceae	decrease	Gastrointestinal tract
30192713	Coronary artery disease	Lachnospira	decrease	Gastrointestinal tract
30192713	Coronary artery disease	Lactobacillus	increase	Gastrointestinal tract
30192713	Coronary artery disease	Lactococcus	increase	Gastrointestinal tract
30192713	Coronary artery disease	Pseudomonas	increase	Gastrointestinal tract
30192713	Coronary artery disease	Roseburia	decrease	Gastrointestinal tract
30192713	Coronary artery disease	Ruminococcaceae	decrease	Gastrointestinal tract
30192713	Coronary artery disease	Shigella	increase	Gastrointestinal tract
30192713	Coronary artery disease	Subdoligranulum	decrease	Gastrointestinal tract
30192713	Coronary artery disease	Weissella	increase	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Aspergillus austroafricanus	decrease	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Aspergillus penicillioides	decrease	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Candida albicans	increase	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Eremothecium sinecaudum	decrease	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Eurotiomycetes	decrease	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Monascus purpureus	decrease	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Mucor racemosus	decrease	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Ophiostomataceae	decrease	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Penicillium brocae	decrease	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Penicillium dierckxii	decrease	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Penicillium steckii	decrease	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Pseudozyma churashimaensis	decrease	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Rhodotorula dairenensis	decrease	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Thermomyces lanuginosus	decrease	Gastrointestinal tract
30202057	Clostridium difficile associated disease	Ustilaginaceae	decrease	Gastrointestinal tract
30202057	Clostridium difficile associated disease	 Wallemia mellicola	decrease	Gastrointestinal tract
30203607	Cytolytic vaginosis	Lactobacillus crispatus	increase	Vagina
30203607	Cytolytic vaginosis	Lactobacillus sp. L-YJ	decrease	Vagina
30208875	Asthma	Bacteroides stercoris	decrease	Gastrointestinal tract
30208875	Asthma	Blautia	increase	Gastrointestinal tract
30208875	Asthma	Eggerthella lenta	increase	Gastrointestinal tract
30208875	Asthma	Faecalibacterium prausnitzii	decrease	Gastrointestinal tract
30208875	Asthma	Sutterella wadsworthensis	decrease	Gastrointestinal tract
30210479	Caries	Acinetobacter	increase	Tooth
30210479	Caries	Actinomyces	increase	Tooth
30210479	Caries	Capnocytophaga	decrease	Tooth
30210479	Caries	Dolosigranulum	increase	Tooth
30210479	Caries	Fusobacterium	decrease	Tooth
30210479	Caries	Kingella	decrease	Tooth
30210479	Caries	Neisseria	decrease	Tooth
30210479	Caries	Prevotella	increase	Tooth
30210479	Caries	Pseudomonas	increase	Tooth
30210479	Caries	Solobacterium	increase	Tooth
30210479	Caries	Streptococcus	increase	Tooth
30224347	Maturity-onset diabetes of the young 2	Anaerostipes	decrease	Gastrointestinal tract
30224347	Maturity-onset diabetes of the young 2	Faecalibacterium	decrease	Gastrointestinal tract
30224347	Maturity-onset diabetes of the young 2	Lachnospira	decrease	Gastrointestinal tract
30224347	Maturity-onset diabetes of the young 2	Prevotella	increase	Gastrointestinal tract
30224347	Maturity-onset diabetes of the young 2	Roseburia	decrease	Gastrointestinal tract
30224347	Type 1 diabetes	Anaerostipes	decrease	Gastrointestinal tract
30224347	Type 1 diabetes	Bacteroides	increase	Gastrointestinal tract
30224347	Type 1 diabetes	Bifidobacterium	decrease	Gastrointestinal tract
30224347	Type 1 diabetes	Blautia	increase	Gastrointestinal tract
30224347	Type 1 diabetes	Enterobacter	increase	Gastrointestinal tract
30224347	Type 1 diabetes	Faecalibacterium	decrease	Gastrointestinal tract
30224347	Type 1 diabetes	Lachnospira	decrease	Gastrointestinal tract
30224347	Type 1 diabetes	Prevotella	increase	Gastrointestinal tract
30224347	Type 1 diabetes	Roseburia	decrease	Gastrointestinal tract
30224347	Type 1 diabetes	Ruminococcus	increase	Gastrointestinal tract
30224347	Type 1 diabetes	Streptococcus	increase	Gastrointestinal tract
30224347	Type 1 diabetes	Sutterella	increase	Gastrointestinal tract
30224347	Type 1 diabetes	Veillonella	increase	Gastrointestinal tract
30228282	Autism spectrum disorders	Actinomyces	decrease	Gastrointestinal tract
30228282	Autism spectrum disorders	Bulleidia	decrease	Gastrointestinal tract
30228282	Autism spectrum disorders	Butyricimonas	increase	Gastrointestinal tract
30228282	Autism spectrum disorders	Clostridiaceae	decrease	Gastrointestinal tract
30228282	Autism spectrum disorders	Escherichia	decrease	Gastrointestinal tract
30228282	Autism spectrum disorders	Odoribacter	increase	Gastrointestinal tract
30228282	Autism spectrum disorders	Parvimonas	decrease	Gastrointestinal tract
30228282	Autism spectrum disorders	Peptoniphilus	decrease	Gastrointestinal tract
30228282	Autism spectrum disorders	Streptococcus	decrease	Gastrointestinal tract
30228282	Autism spectrum disorders	Sutterella	increase	Gastrointestinal tract
30228282	Autism spectrum disorders	Veillonella	decrease	Gastrointestinal tract
30231060	Rheumatoid arthritis	Actinomyces	increase	Tooth
30231060	Rheumatoid arthritis	Corynebacterium matruchotii	increase	Tooth
30231060	Rheumatoid arthritis	Prevotella	decrease	Tooth
30231060	Rheumatoid arthritis	Selenomonas	decrease	Tooth
30231060	Rheumatoid arthritis	Streptococcus	increase	Tooth
30231060	Rheumatoid arthritis	Veillonella	increase	Tooth
30238519	Psoriasis	Dialister	increase	Gastrointestinal tract
30238519	Psoriasis	Dorea	increase	Gastrointestinal tract
30238519	Psoriasis	Megasphaera	increase	Gastrointestinal tract
30238519	Psoriasis	Paraprevotella	decrease	Gastrointestinal tract
30238519	Psoriasis	Ruminococcus	increase	Gastrointestinal tract
30238519	Psoriasis	Sutterella	decrease	Gastrointestinal tract
30242844	Asthma	Corynebacterium	decrease	Nasal cavity
30242844	Asthma	Moraxella	decrease	Nasal cavity
30242844	Asthma	Proteobacteria	increase	Nasal cavity
30245977	Colorectal cancer	Faecalibacterium prausnitzii	decrease	Intestinal mucosa
30245977	Crohns disease	Faecalibacterium prausnitzii	decrease	Intestinal mucosa
30252582	Crohns disease	Hepeviridae	increase	Intestinal mucosa
30252582	Crohns disease	Virgaviridae	decrease	Intestinal mucosa
30252582	Ulcerative colitis	Hepadnaviridae	increase	Intestinal mucosa
30252582	Ulcerative colitis	Polydnaviridae	decrease	Intestinal mucosa
30252582	Ulcerative colitis	Tymoviridae	decrease	Intestinal mucosa
30258104	Myasthenia gravis	Acidaminococcus	increase	Gastrointestinal tract
30258104	Myasthenia gravis	Bacteroides	increase	Gastrointestinal tract
30258104	Myasthenia gravis	Bifidobacteriaceae	decrease	Gastrointestinal tract
30258104	Myasthenia gravis	Coriobacteriaceae	decrease	Gastrointestinal tract
30258104	Myasthenia gravis	Desulfovibrio	increase	Gastrointestinal tract
30258104	Myasthenia gravis	Desulfovibrionaceae	increase	Gastrointestinal tract
30258104	Myasthenia gravis	Flavobacteriaceae	decrease	Gastrointestinal tract
30258104	Myasthenia gravis	Leuconostocaceae	decrease	Gastrointestinal tract
30258104	Myasthenia gravis	Pasteurellaceae	increase	Gastrointestinal tract
30258104	Myasthenia gravis	Verrucomicrobia	decrease	Gastrointestinal tract
30261302	Bipolar disorder	Flavonifractor	increase	Gastrointestinal tract
30262956	Uveitits	Bacteroides	decrease	Gastrointestinal tract
30262956	Uveitits	Faecalibacterium	decrease	Gastrointestinal tract
30262956	Uveitits	Lachnospira	decrease	Gastrointestinal tract
30262956	Uveitits	Prevotella	increase	Gastrointestinal tract
30262956	Uveitits	Ruminococcus	decrease	Gastrointestinal tract
30262956	Uveitits	Streptococcus	increase	Gastrointestinal tract
30263008	Graves disease	Alistipes	decrease	Gastrointestinal tract
30263008	Graves disease	Bifidobacterium	decrease	Gastrointestinal tract
30263008	Graves disease	Enterobacteriaceae	decrease	Gastrointestinal tract
30263008	Graves disease	Eubacterium	decrease	Gastrointestinal tract
30263008	Graves disease	Faecalibacterium	decrease	Gastrointestinal tract
30263008	Graves disease	Haemophilus	increase	Gastrointestinal tract
30263008	Graves disease	Lactobacillus	decrease	Gastrointestinal tract
30263008	Graves disease	Parabacteroides	decrease	Gastrointestinal tract
30263008	Graves disease	Pasteurellaceae	increase	Gastrointestinal tract
30263008	Graves disease	Prevotella	increase	Gastrointestinal tract
30263008	Graves disease	Rikenellaceae	decrease	Gastrointestinal tract
30263008	Graves disease	Succinivibrio	increase	Gastrointestinal tract
30263008	Graves disease	Veillonellaceae	decrease	Gastrointestinal tract
30264198	Psoriasis	Allobaculum	decrease	Gastrointestinal tract
30264198	Psoriasis	Bacillus	increase	Gastrointestinal tract
30264198	Psoriasis	Bacteroides	increase	Gastrointestinal tract
30264198	Psoriasis	Carnobacterium	decrease	Gastrointestinal tract
30264198	Psoriasis	Cyanobacteria	increase	Gastrointestinal tract
30264198	Psoriasis	Gordonibacter	decrease	Gastrointestinal tract
30264198	Psoriasis	Granulicatella	decrease	Gastrointestinal tract
30264198	Psoriasis	Lachnospiraceae	increase	Gastrointestinal tract
30264198	Psoriasis	Lactococcus	increase	Gastrointestinal tract
30264198	Psoriasis	Parabacteroides	increase	Gastrointestinal tract
30264198	Psoriasis	Rothia	decrease	Gastrointestinal tract
30264198	Psoriasis	Streptococcus	decrease	Gastrointestinal tract
30264198	Psoriasis	Sutterella	increase	Gastrointestinal tract
30264198	Psoriasis	Thermus	decrease	Gastrointestinal tract
30268819	Schizophrenia	Anaerococcus	increase	Gastrointestinal tract
30268819	Schizophrenia	Clostridium	decrease	Gastrointestinal tract
30268819	Schizophrenia	Haemophilus	decrease	Gastrointestinal tract
30268819	Schizophrenia	Sutterella	decrease	Gastrointestinal tract
30272305	Sicca syndrome	Actinomyces	increase	Saliva
30272305	Sicca syndrome	Alloprevotella	increase	Saliva
30272305	Sicca syndrome	Alysiella	decrease	Saliva
30272305	Sicca syndrome	Aquabacterium	decrease	Saliva
30272305	Sicca syndrome	Atopobium	increase	Saliva
30272305	Sicca syndrome	Burkholderia	decrease	Saliva
30272305	Sicca syndrome	Comamonas	decrease	Saliva
30272305	Sicca syndrome	Coriobacteriaceae	increase	Saliva
30272305	Sicca syndrome	Eikenella	decrease	Saliva
30272305	Sicca syndrome	Johnsonella	decrease	Saliva
30272305	Sicca syndrome	Lautropia	decrease	Saliva
30272305	Sicca syndrome	Megasphaera	increase	Saliva
30272305	Sicca syndrome	Neisseria	decrease	Saliva
30272305	Sicca syndrome	Peptostreptococcus	increase	Saliva
30272305	Sicca syndrome	Prevotella	increase	Saliva
30272305	Sicca syndrome	Rhodocyclaceae	decrease	Saliva
30272305	Sicca syndrome	Shuttleworthia	increase	Saliva
30272305	Sicca syndrome	Sphingomonas	decrease	Saliva
30272305	Sicca syndrome	Streptococcus	decrease	Saliva
30275977	Neuropathic bladder	Burkholderia fungorum	increase	Urine
30280027	Sjögren Syndrome	Actinomyces	decrease	Oral mucosae
30280027	Sjögren Syndrome	Haemophilus	decrease	Oral mucosae
30280027	Sjögren Syndrome	Neisseria	decrease	Oral mucosae
30280027	Sjögren Syndrome	Peptostreptococcus	decrease	Oral mucosae
30280027	Sjögren Syndrome	Porphyromonas	decrease	Oral mucosae
30280027	Sjögren Syndrome	Rothia	decrease	Oral mucosae
30280027	Sjögren Syndrome	Veillonella	increase	Oral mucosae
30290688	Asthma	Bifidobacterium	decrease	Gastrointestinal tract
30290688	Bronchiolitis	Bifidobacterium	decrease	Gastrointestinal tract
30290791	HIV infection	Capnocytophaga ochracea	increase	Tonsils
30290791	HIV infection	Fusobacterium	decrease	Tonsils
30290791	HIV infection	Haemophilus	decrease	Tonsils
30290791	HIV infection	Neisseria cinerea	increase	Tonsils
30290791	HIV infection	Neisseria	decrease	Tonsils
30290791	HIV infection	Selenomonas noxia	increase	Tonsils
30290791	HIV infection	Streptococcus	increase	Tonsils
30290791	HIV infection	Veillonella parvula	decrease	Tonsils
30291996	Drug-resistant Epilepsy	Akkermansia	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Atopobium	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Clostridium cluster XVIII	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Coprobacillus	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Coprococcus	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Delftia	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Dorea	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Fusobacterium	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Gemmiger	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Holdemania	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Methanobrevibacter	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Neisseria	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Paraprevotella	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Phascolarctobacterium	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Roseburia	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Ruminococcus	increase	Gastrointestinal tract
30291996	Drug-resistant Epilepsy	Saccharibacter	increase	Gastrointestinal tract
30292647	Polycystic Ovary Syndrome	Bacteriodes uniformis	increase	Gastrointestinal tract
30292647	Polycystic Ovary Syndrome	Bacteroides ovatus	increase	Gastrointestinal tract
30292647	Polycystic Ovary Syndrome	Bacteroides plebeius	increase	Gastrointestinal tract
30292647	Polycystic Ovary Syndrome	Eubacterium eligens	increase	Gastrointestinal tract
30292647	Polycystic Ovary Syndrome	Faecalibacterium	decrease	Gastrointestinal tract
30292647	Polycystic Ovary Syndrome	Ruminococcus bicirculans	increase	Gastrointestinal tract
30300382	Chronic kidney disease	Actinomyces	increase	Tooth
30300382	Chronic kidney disease	Actinomyces naeslundii	increase	Tooth
30300382	Chronic kidney disease	Bergeyella	increase	Tooth
30300382	Chronic kidney disease	Corynebacterium	increase	Tooth
30300382	Chronic kidney disease	Lactobacillus fermentum	increase	Tooth
30300382	Chronic kidney disease	Lactobacillus salivarius	increase	Tooth
30300382	Chronic kidney disease	Lactobacillus Vaginais	increase	Tooth
30300382	Chronic kidney disease	Rothia	increase	Tooth
30300382	Chronic kidney disease	Scardovia wiggsiae	increase	Tooth
30300382	Chronic kidney disease	Streptococcus mitis	increase	Tooth
30300382	Chronic kidney disease	Streptococcus mutans	increase	Tooth
30312711	Chronic granulomatous disease	Parabacteroides distasonis	increase	Gastrointestinal tract
30312711	Chronic granulomatous disease	Ruminococcus gnavus	increase	Gastrointestinal tract
30312711	Tetratricopeptide repeat domain 7A deficiency	Actinobacillus	increase	Gastrointestinal tract
30312711	Tetratricopeptide repeat domain 7A deficiency	Aggregatibacter	increase	Gastrointestinal tract
30312711	Tetratricopeptide repeat domain 7A deficiency	Campylobacter	increase	Gastrointestinal tract
30312711	Tetratricopeptide repeat domain 7A deficiency	Clostridium	increase	Gastrointestinal tract
30312711	Tetratricopeptide repeat domain 7A deficiency	Enterobacteriaceae	increase	Gastrointestinal tract
30312711	Tetratricopeptide repeat domain 7A deficiency	Oscillospira	decrease	Gastrointestinal tract
30312711	Tetratricopeptide repeat domain 7A deficiency	Ruminococcaceae	decrease	Gastrointestinal tract
30312711	X-linked inhibitor of apoptosis deficiency	Actinobacillus	increase	Gastrointestinal tract
30312711	X-linked inhibitor of apoptosis deficiency	Fusobacterium	increase	Gastrointestinal tract
30312711	X-linked inhibitor of apoptosis deficiency	Lactococcus garvieae	increase	Gastrointestinal tract
30312711	X-linked inhibitor of apoptosis deficiency	Porphyromonadaceae	increase	Gastrointestinal tract
30312711	X-linked inhibitor of apoptosis deficiency	Rothia dentocariosa	increase	Gastrointestinal tract
30312711	X-linked inhibitor of apoptosis deficiency	Scardovia	increase	Gastrointestinal tract
30312711	X-linked inhibitor of apoptosis deficiency	Veillonella	increase	Gastrointestinal tract
30321331	Rheumatoid arthritis	Campylobacter	increase	Gastrointestinal tract
30321331	Rheumatoid arthritis	Epsilonproteobacteria	increase	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Agrobacterium	increase	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Bacteroides	decrease	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Cloacibacillus	increase	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Dorea	increase	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Enhydrobacter	decrease	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Enterobacter	decrease	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Epulopiscium	increase	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Microbacterium	increase	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Nevskia	increase	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Parabacteroides	decrease	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Paraprevotella	decrease	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Ruminococcus	increase	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Sphingomonas	increase	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Synergistetes	increase	Gastrointestinal tract
30323795	Clonorchis sinensis infection	TM7	increase	Gastrointestinal tract
30323795	Clonorchis sinensis infection	Veillonella	decrease	Gastrointestinal tract
30324555	Microscopic colitis	Coriobacteriaceae	decrease	Colonic tissue
30324555	Microscopic colitis	Desulfovibrio	increase	Colonic tissue
30324555	Microscopic colitis	Enterobacter	decrease	Colonic tissue
30324555	Microscopic colitis	Lachnospiraceae	increase	Colonic tissue
30324555	Microscopic colitis	Lawsonella	decrease	Colonic tissue
30324555	Microscopic colitis	Prevotella	decrease	Colonic tissue
30324555	Microscopic colitis	Propionibacterium	decrease	Colonic tissue
30324555	Microscopic colitis	Rhodobacteraceae	increase	Colonic tissue
30324555	Microscopic colitis	Sphingobacterium	increase	Colonic tissue
30324555	Microscopic colitis	Staphylococcus	decrease	Colonic tissue
30324555	Microscopic colitis	Subdoligranulum	decrease	Colonic tissue
30327643	Severe fever with thrombocytopenia syndrome	Anaerostipes	decrease	Gastrointestinal tract
30327643	Severe fever with thrombocytopenia syndrome	Blautia	decrease	Gastrointestinal tract
30327643	Severe fever with thrombocytopenia syndrome	Coprococcus	decrease	Gastrointestinal tract
30327643	Severe fever with thrombocytopenia syndrome	Enterococcus	decrease	Gastrointestinal tract
30327643	Severe fever with thrombocytopenia syndrome	Escherichia	decrease	Gastrointestinal tract
30327643	Severe fever with thrombocytopenia syndrome	Faecalibacterium	decrease	Gastrointestinal tract
30327643	Severe fever with thrombocytopenia syndrome	Lachnospira	decrease	Gastrointestinal tract
30327643	Severe fever with thrombocytopenia syndrome	Lactobacillus	decrease	Gastrointestinal tract
30327643	Severe fever with thrombocytopenia syndrome	Prevotella	decrease	Gastrointestinal tract
30327643	Severe fever with thrombocytopenia syndrome	Roseburia	decrease	Gastrointestinal tract
