Disease Summary Name	General System	Applicable Gender	Monogenic Inheritance	ICD9 Codes	ICD9 Strings
Non-Specific_Congenital_Musculoskeletal_Anomaly	Musculoskeletal	Both	FALSE	755.14|754.31|754.30|754.33|754.32|754.35|755.54|755.56|755.57|755.50|755.51|755.52|755.53|755.58|755.59|755.36|755.37|755.34|755.35|755.32|755.33|755.30|755.31|755.38|755.39|756.79|756.73|756.72|756.71|756.70|755.25|755.24|755.27|755.26|755.21|755.20|755.23|755.22|755.65|755.29|755.28|755.64|756.82|756.81|754.51|754.50|754.81|754.82|755.10|755.11|755.12|755.13|754.62|754.60|754.61|754.69|754.3|754.7|754.6|754.5|754.4|728.6|756.3|754.71|754.70|756.7|756.6|756.9|754.79|755.02|755.01|755.00|754.40|754.41|754.42|754.43|754.44|755.6|755.4|755.5|755.2|755.3|755.0|755.1|755.8|755.9|755.69|754.59|755.61|755.60|755.63|755.62|754.53|754.52|755.67|755.66	Longitudinal deficiency, radial, complete or partial (with or without distal deficiencies, incomplete)|"Congenital deformity of knee (joint)"|"Radioulnar synostosis"|"Congenital genu recurvatum and bowing of long bones of leg"|"Congenital dislocation of hip"|"Other congenital varus deformities of feet"|"Syndactyly"|"Anomalies of diaphragm, congenital"|"Longitudinal deficiency, tibiofibular, complete or partial (with or without distal deficiencies, incomplete)"|"Coxa vara, congenital"|"Transverse deficiency of upper limb"|"Madelung's deformity"|"Macrodactylia (fingers)"|"Omphalocele"|"Syndactyly of toes without fusion of bone"|"Accessory muscle"|"Congenital deformity of clavicle"|"Congenital bowing of unspecified long bones of leg"|"Congenital subluxation of hip, bilateral"|"Longitudinal deficiency, tibia, complete or partial (with or without distal deficiencies, incomplete)"|"Reduction deformities of upper limb, congenital, longitudinal deficiency, phalanges, complete or partial"|"Polydactyly of fingers"|"Longitudinal deficiency of upper limb, NEC"|"Talipes NOS"|"Longitudinal deficiency, tarsals or metatarsals, complete or partial (with or without incomplete phalangeal deficiency)"|"Syndactyly of toes with fusion of bone"|"Coxa valga, congenital"|"Pectus excavatum"|"Longitudinal deficiency, femoral, complete or partial (with or without distal deficiencies, incomplete)"|"Unspecified congenital anomaly of lower limb"|"Metatarsus varus, congenital"|"Cleft hand, congenital"|"Syndactyly of multiple and unspecified sites"|"Longitudinal deficiency, carpals or metacarpals, complete or partial (with or without incomplete phalangeal deficiency)"|"Reduction deformities, unspecified limb, congenital"|"Gastroschisis"|"Genu recurvatum"|"Valgus deformities of feet, congenital"|"Unspecified anomaly of upper limb, congenital"|"Anomalies of foot, congenital, NEC"|"Absence of muscle and tendon, congenital"|"Congenital bowing of tibia and fibula"|"Longitudinal deficiency, combined, involving humerus, radius, and ulna (complete or incomplete)"|"Transverse deficiency of lower limb"|"Congenital dislocation of hip, bilateral"|"Syndactyly of fingers without fusion of bone"|"Unspecified reduction deformity of lower limb, congenital"|"Pes planus, congenital"|"Other and unspecified congenital anomalies of musculoskeletal system"|"Longitudinal deficiency, fibular, complete or partial (with or without distal deficiencies, incomplete)"|"Metatarsus primus varus"|"Talipes varus, congenital"|"Longitudinal deficiency, radioulnar, complete or partial (with or without distal deficiencies, incomplete)"|"Reduction deformities of upper limb, congenital"|"Talipes cavus"|"Congenital elevation of scapula"|"Pectus carinatum"|"Polydactyly"|"Varus deformities of feet, congenital"|"Other specified congenital anomalies of unspecified limb"|"Other congenital anomalies of toes"|"Other congenital valgus deformities of feet"|"Talipes calcaneovalgus"|"Syndactyly of fingers with fusion of bone"|"Reduction deformities of lower limb, congenital"|"Macrodactylia of toes"|"Prune belly syndrome"|"Reduction deformities of lower limb, congenital, longitudinal deficiency, phalanges, complete or partial"|"Other congenital deformities of feet"|"Unspecified congenital anomaly of unspecified limb"|"Longitudinal deficiency, combined, involving femur, tibia, and fibula (complete or incomplete)"|"Congenital subluxation of hip, unilateral"|"Other congenital anomalies of upper limb, including shoulder girdle"|"Accessory carpal bones"|"Polydactyly of toes"|"Longitudinal deficiency of lower limb, NEC"|"Longitudinal deficiency, ulnar, complete or partial (with or without distal deficiencies, incomplete)"|"Congenital dislocation of one hip with subluxation of other hip"|"Other congenital anomalies of ribs and sternum"|"Anomaly of abdominal wall, unspecified"|"Congenital dislocation of knee (with genu recurvatum)"|"Unspecified reduction deformity of upper limb, congenital"|"Talipes equinovarus"|"Congenital dislocation of hip, unilateral"|"Contracture of palmar fascia"|"Congenital bowing of femur"|"Other congenital anomalies of lower limb, including pelvic girdle"|"Anomalies of abdominal wall, congenital"|"Other congenital anomalies of abdominal wall"|"Talipes valgus"|"Other congenital deformity of hip (joint)"|"Longitudinal deficiency, humeral, complete or partial (with or without distal deficiencies, incomplete)"|"Polydactyly, unspecified digits"
Non-Specific_Joint_Disorder	Musculoskeletal	Both	FALSE	719.10|719.11|719.12|718.65|719.14|719.15|718.60|719.17|719.18|719.19|718.3|718.2|718.1|719.13|718.7|718.6|718.5|718|718.8|718.99|718.98|719.16|718.93|718.92|718.91|718.90|718.97|718.96|718.95|718.94|718.13|718.12|718.11|718.10|718.17|718.15|718.14|718.19|718.18|718.75|718.74|718.77|718.76|718.71|718.70|719|719.08|719.07|719.06|719.05|719.04|719.03|719.02|719.01|719.00|719.98|719.99|718.0|719.90|719.91|719.92|719.93|719.94|719.95|719.96|719.97|719.78|719.79|719.70|719.76|719.77|719.75|719.6|719.7|719.4|719.5|719.2|719.0|719.1|718.9|719.8|719.9|719.87|719.86|719.85|719.84|719.83|719.82|719.81|719.80|719.89|719.88|718.57|719.60|719.63|719.69|719.68|719.62|718.59|718.58|719.61|718.56|718.55|718.54|719.65|719.64|719.67|719.66|718.53|718.51|718.50|718.28|718.29|718.22|718.23|718.20|718.21|718.26|718.27|718.24|718.25|718.39|718.38|718.31|718.30|718.33|718.32|718.35|718.34|718.37|718.36|719.54|719.55|719.56|719.57|719.50|719.51|719.52|719.53|719.58|719.59|718.52|718.73|719.09|718.72|719.43|719.42|719.41|719.40|719.47|719.46|719.45|719.44|719.49|719.48|719.25|719.24|719.27|719.26|719.21|719.20|719.23|719.22|718.79|719.29|719.28|718.78|718.88|718.89|718.84|718.85|718.86|718.87|718.80|718.81|718.82|718.83|718.04|718.05|718.07|718.00|718.01|718.02|718.03|718.08|718.09	Unspecified disorder of forearm joint|"Pathological dislocation of forearm joint"|"Effusion of joint of shoulder region"|"Ankylosis of joint of other specified sites"|"Hemarthrosis"|"Other symptoms referable to joint of other specified sites"|"Villonodular synovitis, site unspecified"|"Loose body in joint of pelvic region and thigh"|"Pain in joint involving ankle and foot"|"Unspecified derangement of hand joint"|"Effusion of joint"|"Other symptoms referable to forearm joint"|"Other symptoms referable to upper arm joint"|"Developmental dislocation of forearm joint"|"Developmental dislocation of hand joint"|"Ankylosis of joint"|"Recurrent dislocation of joint of shoulder region"|"Difficulty in walking involving ankle and foot joint"|"Other specified disorders of ankle and foot joint"|"Articular cartilage disorder involving forearm"|"Other symptoms referable to joint, site unspecified"|"Other specified disorders of upper arm joint"|"Unspecified joint disorder of other specified sites"|"Ankylosis of joint of shoulder region"|"Effusion of joint of multiple sites"|"Pain in joint"|"Unspecified disorder of joint"|"Pathological dislocation of hand joint"|"Other joint derangement, not elsewhere classified, involving other specified sites"|"Unspecified derangement of ankle and foot joint"|"Hemarthrosis site unspecified"|"Articular cartilage disorder involving hand"|"Other joint derangement, not elsewhere classified"|"Stiffness of joint, not elsewhere classified, involving ankle and foot"|"Recurrent dislocation of hand joint"|"Other specified disorders of joint of shoulder region"|"Other joint derangement, not elsewhere classified, involving forearm"|"Other symptoms referable to joint"|"Pain in joint site unspecified"|"Recurrent dislocation of joint of multiple sites"|"Unspecified intrapelvic protrusion of acetabulum, site unspecified"|"Developmental dislocation of joint of other specified sites"|"Pathological dislocation of upper arm joint"|"Developmental dislocation of joint"|"Loose body in joint site unspecified"|"Other specified disorders of joint of pelvic region and thigh"|"Unspecified disorder of hand joint"|"Difficulty in walking"|"Stiffness of joint, not elsewhere classified, involving upper arm"|"Stiffness of joint, not elsewhere classified, involving lower leg"|"Pathological dislocation of ankle and foot joint"|"Pain in joint involving shoulder region"|"Villonodular synovitis involving hand"|"Other specified disorders of joint of multiple sites"|"Unspecified derangement of upper arm joint"|"Villonodular synovitis"|"Unspecified joint disorder of multiple sites"|"Hemarthrosis involving shoulder region"|"Unspecified disorder of lower leg joint"|"Articular cartilage disorder, site unspecified"|"Effusion of upper arm joint"|"Articular cartilage disorder involving pelvic region and thigh"|"Unspecified disorder of joint of shoulder region"|"Unspecified derangement of forearm joint"|"Villonodular synovitis involving lower leg"|"Difficulty in walking site unspecified"|"Villonodular synovitis involving forearm"|"Pathological dislocation of joint of pelvic region and thigh"|"Pain in joint involving other specified sites"|"Unspecified derangement of joint of other specified sites"|"Articular cartilage disorder involving other specified sites"|"Ankylosis of forearm joint"|"Stiffness of joint, not elsewhere classified"|"Hemarthrosis involving upper arm"|"Loose body in joint"|"Other symptoms referable to joint of multiple sites"|"Other symptoms referable to hand joint"|"Unspecified derangement of joint of shoulder region"|"Recurrent dislocation of joint of pelvic region and thigh"|"Other derangement of joint"|"Other symptoms referable to ankle and foot joint"|"Loose body in joint of other specified sites"|"Loose body in hand joint"|"Villonodular synovitis involving upper arm"|"Difficulty in walking involving lower leg joint"|"Pain in joint involving lower leg"|"Articular cartilage disorder"|"Recurrent dislocation of ankle and foot joint"|"Loose body in upper arm joint"|"Other specified disorders of joint of other specified sites"|"Other symptoms referable to lower leg joint"|"Hemarthrosis involving multiple sites"|"Articular cartilage disorder involving upper arm"|"Pain in joint involving upper arm"|"Stiffness of joint, not elsewhere classified, involving forearm"|"Developmental dislocation of joint of pelvic region and thigh"|"Effusion of hand joint"|"Other symptoms referable to joint of pelvic region and thigh"|"Pathological dislocation of joint of multiple sites"|"Unspecified derangement of joint lower leg"|"Developmental dislocation of joint of multiple sites"|"Pain in joint involving pelvic region and thigh"|"Other joint derangement, not elsewhere classified, involving ankle and foot"|"Stiffness of joint, not elsewhere classified, involving shoulder region"|"Other symptoms referable to joint of shoulder region"|"Villonodular synovitis involving other specified sites"|"Developmental dislocation of lower leg joint"|"Other specified disorders of hand joint"|"Loose body in ankle and foot joint"|"Other joint derangement, not elsewhere classified, involving hand"|"Villonodular synovitis involving pelvic region and thigh"|"Stiffness of joint, not elsewhere classified, involving unspecified site"|"Ankylosis of joint of multiple sites"|"Difficulty in walking involving joint of pelvic region and thigh"|"Other specified disorders of forearm joint"|"Developmental dislocation of joint of shoulder region"|"Articular cartilage disorder involving ankle and foot"|"Pathological dislocation of joint of lower leg"|"Articular cartilage disorder involving shoulder region"|"Developmental dislocation of upper arm joint"|"Pathological dislocation"|"Hemarthrosis involving other specified sites"|"Other joint derangement, not elsewhere classified, involving pelvic region and thigh"|"Unspecified intrapelvic protrusion of acetabulum pelvic region and thigh"|"Villonodular synovitis involving multiple sites"|"Unspecified disorder of upper arm joint"|"Other joint derangement, not elsewhere classified, involving upper arm"|"Pain in joint involving multiple sites"|"Recurrent dislocation of forearm joint"|"Effusion of ankle and foot joint"|"Ankylosis of joint of pelvic region and thigh"|"Ankylosis of joint, site unspecified"|"Ankylosis of upper arm joint"|"Pathological dislocation of joint of shoulder region"|"Stiffness of joint, not elsewhere classified, involving pelvic region and thigh"|"Pathological dislocation of joint, site unspecified"|"Effusion of joint of other specified sites"|"Unspecified intrapelvic protrusion of acetabulum"|"Other joint derangement, not elsewhere classified, involving shoulder region"|"Recurrent dislocation of joint of other specified sites"|"Unspecified derangement of joint of pelvic region and thigh"|"Developmental dislocation of joint, site unspecified"|"Difficulty in walking involving join of other specified sites"|"Ankylosis of ankle and foot joint"|"Recurrent dislocation of lower leg joint"|"Pathological dislocation of joint of other specified sites"|"Effusion of joint, site unspecified"|"Unspecified disorder of ankle and foot joint"|"Recurrent dislocation of joint, site unspecified"|"Other joint derangement, not elsewhere classified, involving unspecified site"|"Hemarthrosis involving lower leg"|"Other joint derangement, not elsewhere classified, involving lower leg"|"Villonodular synovitis involving ankle and foot"|"Hemarthrosis involving ankle and foot"|"Other specified disorders of joint"|"Hemarthrosis involving hand"|"Other joint derangement, not elsewhere classified, involving multiple sites"|"Effusion of lower leg joint"|"Articular cartilage disorder involving multiple sites"|"Pain in joint involving forearm"|"Unspecified derangement of joint"|"Unspecified disorder of joint site unspecified"|"Ankylosis of lower leg joint"|"Other and unspecified disorders of joint difficulty in walking multiple sites"|"Recurrent dislocation of upper arm joint"|"Stiffness of joint, not elsewhere classified, involving other specified sites"|"Stiffness of joint, not elsewhere classified, involving hand"|"Unspecified derangement of joint, site unspecified"|"Unspecified derangement of joint of multiple sites"|"Ankylosis of hand joint"|"Other specified disorders of lower leg joint"|"Stiffness of joint, not elsewhere classified, involving multiple sites"|"Loose body in joint of multiple sites"|"Hemarthrosis involving pelvic region and thigh"|"Hemarthrosis involving forearm"|"Pain in joint involving hand"|"Loose body in joint of shoulder region"|"Loose body in forearm joint"|"Recurrent dislocation of joint"|"Unspecified disorder of joint of pelvic region and thigh"|"Other and unspecified disorders of joint"|"Developmental dislocation of ankle and foot joint"|"Effusion of forearm joint"|"Effusion of joint of pelvic region and thigh"|"Other specified disorders of joint, site unspecified"|"Villonodular synovitis involving shoulder region"
Non-Specific_Osteopathy	Musculoskeletal	Both	FALSE	733.2|733.3|733.7|733.4|733.5|733.9|731.1|731.2|731.3|731.8|733.90|733.91|733.92|726.91|731|756.50|726.73|733.44|733.29|733.49|733.21|733.20|733.45|733.22|733.43|733.42|733.41|733.40	Calcaneal spur|"Major osseous defects"|"Other bone involvement in diseases classified elsewhere"|"Aseptic necrosis of bone"|"Aseptic necrosis of head of humerus"|"Aseptic necrosis of medial femoral condyle"|"Hyperostosis of skull"|"Aseptic necrosis of talus"|"Disorder of bone and cartilage, unspecified"|"Osteitis deformans in diseases classified elsewhere"|"Arrest of bone development or growth"|"Hypertrophic pulmonary osteoarthropathy"|"Cyst of bone NOS"|"Other bone cyst"|"Osteitis condensans"|"Osteodystrophy NOS"|"Solitary bone cyst"|"Algoneurodystrophy"|"Aseptic necrosis of head and neck of femur"|"Aneurysmal bone cyst"|"Other and unspecified disorders of bone and cartilage"|"Chondromalacia"|"Exostosis of unspecified site"|"Aseptic necrosis of jaw"|"Osteitis deformans and osteopathies associated with other disorders classified elsewhere"|"Aseptic necrosis of bone, site unspecified"|"Aseptic necrosis of other bone sites"|"Cyst of bone"
Osteogenesis_Imperfecta	Musculoskeletal	Both	TRUE	756.51	Osteogenesis imperfecta
Osteopetrosis	Musculoskeletal	Both	TRUE	756.52	Osteopetrosis
Osteopoikilosis	Musculoskeletal	Both	TRUE	756.53	Osteopoikilosis
Osteoporosis	Musculoskeletal	Both	FALSE	733.03|733.02|733.0|733.00|733.09	Osteoporosis NOS|"Other osteoporosis"|"Osteoporosis"|"Idiopathic osteoporosis"|"Disuse osteoporosis"
Other_Inherited_Myotonias	Musculoskeletal	Both	TRUE	359.29	Other specified myotonic disorder
Other_Inherited_Osteodystrophy	Musculoskeletal	Both	TRUE	756.59	Other congenital osteodystrophies
Pagets_Disease	Musculoskeletal	Both	FALSE	731	Osteitis deformans without mention of bone tumor
Polyostotic_Fibrous_Dysplasia_of_Bone	Musculoskeletal	Both	TRUE	756.54	Polyostotic fibrous dysplasia of bone
Schwartz-Jampel_Syndrome	Musculoskeletal	Both	TRUE	359.23	Myotonic chondrodystrophy
Spinal_Stenosis	Musculoskeletal	Both	FALSE	724.03|724.02|724.0|724.00|724.09|724.01|723.0	Spinal stenosis of thoracic region|"Spinal stenosis of unspecified region"|"Spinal stenosis of lumbar region"|"Spinal stenosis of cervical region"|"Spinal stenosis, lumbar region, with neurogenic claudication"|"Spinal stenosis, other than cervical"|"Spinal stenosis of other region"
Synovium_Tendon_Bursa_Disorder	Musculoskeletal	Both	FALSE	727.67|727.42|727.43|727.40|727.41|727.68|727.69|727.64|727.65|727.66|727.49|727.60|727.61|727.62|727.63|727.09|727.06|727.04|727.05|727.02|727.03|727.00|727.01|727.82|727.83|727.81|727.89|727.9|727.8|727.5|727.4|727.6|727.0|727.3|727.2|727.51|727.50|727.59|727	Nontraumatic rupture of extensor tendons of hand and wrist|"Synovitis and tenosynovitis in diseases classified elsewhere"|"Ganglion and cyst of synovium, tendon, and bursa"|"Nontraumatic rupture of unspecified tendon"|"Synovial cyst of popliteal space"|"Tenosynovitis of foot and ankle"|"Other tenosynovitis or hand and wrist"|"Trigger finger (acquired)"|"Nontraumatic rupture of patellar tendon"|"Ganglion of joint"|"Nontraumatic rupture of tendons of biceps (long head)"|"Ganglion of tendon sheath"|"Synovial cyst NOS"|"Calcium deposits in tendon and bursa"|"Nontraumatic rupture of achilles tendon"|"Synovitis and tenosynovitis NOS"|"Radial styloid tenosynovitis"|"Unspecified disorder of synovium, tendon, and bursa"|"Complete rupture of rotator cuff"|"Other ganglion and cyst of synovium, tendon, and bursa"|"Other disorders of synovium, tendon, and bursa"|"Other rupture of synovium"|"Other synovitis and tenosynovitis"|"Synovitis and tenosynovitis"|"Ganglion NOS"|"Other bursitis disorders"|"Rupture of synovium, unspecified"|"Nontraumatic rupture of quadriceps tendon"|"Nontraumatic rupture of other tendons of foot and ankle"|"Plica syndrome"|"Nontraumatic rupture of flexor tendons of hand and wrist"|"Rupture of tendon, nontraumatic"|"Nontraumatic rupture of other tendon"|"Giant cell tumor of tendon sheath"|"Contracture of tendon (sheath)"|"Specific bursitides often of occupational origin"|"Rupture of synovium"
Benign_Bone_Connective_Tissue_Neoplasm	Neoplastic_Process	Both	FALSE	213.1|213.0|213.3|213.2|213.5|213|213.7|213.6|213.9|213.8|215.4|215|215.9|215.8|215.7|215.6|215.5|215.0|215.3|215.2|213.4	Other benign neoplasm of connective and other soft tissue of thorax|"Other benign neoplasm of connective and other soft tissue"|"Benign neoplasm of vertebral column, excluding sacrum and coccyx"|"Benign neoplasm of scapula and long bones of upper limb"|"Benign neoplasm of long bones of lower limb"|"Benign neoplasm of lower jaw bone"|"Other benign neoplasm of connective and other soft tissue of head, face, and neck"|"Benign neoplasm of bone and articular cartilage"|"Benign neoplasm of short bones of upper limb"|"Benign neoplasm of bone and articular cartilage, site unspecified"|"Other benign neoplasm of connective and other soft tissue of trunk, unspecified"|"Benign neoplasm of bones of skull and face"|"Other benign neoplasm of connective and other soft tissue of abdomen"|"Benign neoplasm of short bones of lower limb"|"Other benign neoplasm of connective and other soft tissue of pelvis"|"Other benign neoplasm of connective and other soft tissue of upper limb, including shoulder"|"Benign neoplasm of pelvic bones, sacrum, and coccyx"|"Other benign neoplasm of connective and other soft tissue of other specified sites"|"Benign neoplasm of ribs, sternum, and clavicle"|"Other benign neoplasm of connective and other soft tissue, site unspecified"|"Other benign neoplasm of connective and other soft tissue of lower limb, including hip"
Benign_Breast_Neoplasm	Neoplastic_Process	Female	FALSE	217|610.8|610.9|610.2|610.3|610.4	Mammary duct ectasia|"Fibrosclerosis of breast"|"Fibroadenosis of breast"|"Other specified benign mammary dysplasias"|"Benign neoplasm of breast"|"Benign mammary dysplasia NOS"
Benign_CNS_Neoplasm	Neoplastic_Process	Both	FALSE	225.8|225.9|225.2|225.3|225|225.1|225.0|225.4	Benign neoplasm of nervous system, part unspecified|"Benign neoplasm of other specified sites of nervous system"|"Benign neoplasm of cerebral meninges"|"Benign neoplasm of brain and other parts of nervous system"|"Benign neoplasm of spinal meninges"|"Benign neoplasm of spinal cord"|"Benign neoplasm of brain"|"Benign neoplasm of cranial nerves"
Benign_Colon_Neoplasm	Neoplastic_Process	Both	FALSE	569.0|209.5|211.3|211.4|209.56|209.57|209.54|209.55|209.52|209.53|209.50|209.51	Benign carcinoid tumor of the cecum|"Benign carcinoid tumor of the sigmoid colon"|"Benign carcinoid tumor of the rectum"|"Benign neoplasm of rectum and anal canal"|"Benign carcinoid tumor of the appendix"|"Benign carcinoid tumor of the descending colon"|"Benign carcinoid tumor of the ascending colon"|"Anal and rectal polyp"|"Benign carcinoid tumor of the transverse colon"|"Benign carcinoid tumors of the appendix, large intestine, and rectum"|"Benign carcinoid tumor of the large intestine, unspecified portion"|"Benign neoplasm of colon"
Benign_Digestive_Neoplasm	Neoplastic_Process	Both	FALSE	211|211.2|211.1|211.0|211.7|211.6|211.5|211.9|211.8	Benign neoplasm of esophagus|"Benign neoplasm of islets of Langerhans"|"Benign neoplasm of stomach"|"Benign neoplasm of other parts of digestive system"|"Benign neoplasm of liver and biliary passages"|"Benign neoplasm of other and unspecified site in the digestive system"|"Benign neoplasm of retroperitoneum and peritoneum"|"Benign neoplasm of pancreas, except islets of Langerhans"|"Benign neoplasm of duodenum, jejunum, and ileum"
Benign_Endocrine_Neoplasm	Neoplastic_Process	Both	FALSE	227.8|227.9|227.0|227.1|227.3|227.4|227.5|227.6|227	Benign neoplasm of adrenal gland|"Benign neoplasm of parathyroid gland"|"Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)"|"Benign neoplasm of carotid body"|"Benign neoplasm of aortic body and other paraganglia"|"Benign neoplasm of endocrine gland, site unspecified"|"Benign neoplasm of pineal gland"|"Benign neoplasm of other endocrine glands and related structures"
Benign_Eye_Neoplasm	Neoplastic_Process	Both	FALSE	224.7|224.6|224.5|224.4|224.3|224.2|224.1|224.0|224.9|224.8|224	Benign neoplasm of retina|"Benign neoplasm of lacrimal gland"|"Benign neoplasm of eye"|"Benign neoplasm of conjunctiva"|"Benign neoplasm of choroid"|"Benign neoplasm of other specified parts of eye"|"Benign neoplasm of lacrimal duct"|"Benign neoplasm of orbit"|"Benign neoplasm of cornea"|"Benign neoplasm eye NOS"|"Benign neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid"
Benign_Female_Genital_Neoplasm	Neoplastic_Process	Female	FALSE	623.0|624.3|624.02|623.7|622.6|624.01|621.2|624.2|624.6|221|221.8|221.9|221.2|221.0|221.1	Hypertrophic elongation of cervix|"Hypertrophy of labia"|"Benign neoplasm of other specified sites of female genital organs"|"Benign neoplasm of fallopian tube and uterine ligaments"|"Hypertrophy of uterus"|"Polyp of labia and vulva"|"Benign neoplasm of other female genital organs"|"Vulvar intraepithelial neoplasia i [vin i]"|"Benign neoplasm of vulva"|"Dysplasia of vagina"|"Hypertrophy of clitoris"|"Benign neoplasm vagina"|"Vulvar intraepithelial neoplasia ii [vin ii]"|"Polyp of vagina"|"Benign neoplasm of female genital organ, site unspecified"
Benign_Intrathoracic_Neoplasm	Neoplastic_Process	Both	FALSE	212.4|212.5|212.6|212.7|212.0|212.1|212.2|212.3|212.8|212.9|212	Benign neoplasm of larynx|"Benign neoplasm of thymus"|"Benign neoplasm of respiratory and intrathoracic organs"|"Benign neoplasm of mediastinum"|"Benign neoplasm of bronchus and lung"|"Benign neoplasm of nasal cavities, middle ear, and accessory sinuses"|"Benign neoplasm of pleura"|"Benign neoplasm of respiratory and intrathoracic organs, site unspecified"|"Benign neoplasm of other specified sites of respiratory and intrathoracic organs"|"Benign neoplasm of heart"|"Benign neoplasm of trachea"
Benign_Male_Genital_Neoplasm	Neoplastic_Process	Male	FALSE	222.9|222.8|222.1|222.0|222.3|222.2|222.4|222	Benign neoplasm of testis|"Benign neoplasm of male genital organs"|"Benign neoplasm of other specified sites of male genital organs"|"Benign neoplasm of male genital organ, site unspecified"|"Benign neoplasm of prostate"|"Benign neoplasm of epididymis"|"Benign neoplasm of scrotum"|"Benign neoplasm of penis"
Benign_Oropharyngeal_Neoplasm	Neoplastic_Process	Both	FALSE	210|210.6|210.7|210.4|210.5|210.2|210.3|210.0|210.1|210.8|210.9	Benign neoplasm of major salivary glands|"Benign neoplasm of tongue"|"Benign neoplasm of pharynx, unspecified"|"Benign neoplasm of hypopharynx"|"Benign neoplasm of lip"|"Benign neoplasm of nasopharynx"|"Benign neoplasm of lip, oral cavity, and pharynx"|"Benign neoplasm of other and unspecified parts of mouth"|"Benign neoplasm of tonsil"|"Benign neoplasm of other parts of oropharynx"|"Benign neoplasm of floor of mouth"
Benign_Ovarian_Neoplasm	Neoplastic_Process	Female	FALSE	220	Benign neoplasm of ovary
Benign_Prostatic_Hyperplasia	Neoplastic_Process	Male	FALSE	600.1|600.0|600.3|600.2|600.20|600|600.9|600.91|600.90|602.3|600.11|600.10|600.00|600.01|600.21	Hyperplasia of prostate, unspecified, with urinary obstruction and other lower urinary symptoms (LUTS)|"Nodular prostate with urinary obstruction"|"Hyperplasia of prostate, unspecified, without urinary obstruction and other lower urinary symptoms (LUTS)"|"Dysplasia of prostate"|"Hypertrophy (benign) of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS)"|"Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptoms (LUTS)"|"Hypertrophy (benign) of prostate"|"Hyperplasia of prostate"|"Nodular prostate without urinary obstruction"|"Hyperplasia of prostate, unspecified"|"Cyst of prostate"|"Nodular prostate"|"Benign localized hyperplasia of prostate without urinary obstruction and other lower urinary tract symptoms (LUTS)"|"Benign localized hyperplasia of prostate"|"Benign localized hyperplasia of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS)"
Benign_Skin_Neoplasm	Neoplastic_Process	Both	FALSE	216|216.0|216.2|216.3|216.4|216.5|216.6|216.1|216.8|216.9|216.7	Benign neoplasm of scalp and skin of neck|"Benign neoplasm of skin of lip"|"Benign neoplasm of skin of trunk, except scrotum"|"Benign neoplasm of skin"|"Benign neoplasm skin NOS"|"Benign neoplasm of eyelid, including canthus"|"Benign neoplasm of other specified sites of skin"|"Benign neoplasm of ear and external auditory canal"|"Benign neoplasm of skin of other and unspecified parts of face"|"Benign neoplasm of skin of lower limb, including hip"|"Benign neoplasm of skin of upper limb, including shoulder"
Benign_Thyroid_Neoplasm	Neoplastic_Process	Both	FALSE	226	Benign neoplasm of thyroid glands
Benign_Urinary_Neoplasm	Neoplastic_Process	Both	FALSE	223.8|223.9|223.89|223.0|223.1|223.2|223.3|223.81|223	Benign neoplasm of kidney and other urinary organs|"Benign neoplasm of bladder"|"Benign neoplasm of other specified sites of urinary organs"|"Benign neoplasm of renal pelvis"|"Benign neoplasm of urethra"|"Benign neoplasm of urinary organ, site unspecified"|"Benign neoplasm of kidney, except pelvis"|"Benign neoplasm of ureter"
Benign_Uterine_Neoplasm	Neoplastic_Process	Female	FALSE	219.9|219.0|218.9|621.32|621.33|621.30|621.31|218.2|621.34|219|621.3|219.8|218|218.0|218.1|621.35|219.1	Benign neoplasm of cervix uteri|"Endometrial hyperplasia with atypia"|"Intramural leiomyoma of uterus"|"Uterine leiomyoma NOS"|"Complex endometrial hyperplasia without atypia"|"Simple endometrial hyperplasia without atypia"|"Submucous leiomyoma of uterus"|"Endometrial hyperplasia, unspecified"|"Subserous leiomyoma of uterus"|"Uterine leiomyoma"|"Other benign neoplasm of uterus"|"Benign neoplasm of corpus uteri"|"Benign endometrial hyperplasia"|"Benign neoplasm of uterus, part unspecified"|"Endometrial intraepithelial neoplasia [ein]"|"Benign neoplasm of other specified parts of uterus"|"Endometrial hyperplasia"
Bladder_Cancer	Neoplastic_Process	Both	FALSE	188.6|188.7|188.8|188.9|239.4|188.0|188.2|188.3|188|188.1|233.7|236.7|188.4|188.5	Malignant neoplasm of dome of urinary bladder|"Malignant neoplasm of lateral wall of urinary bladder"|"Malignant neoplasm of urachus"|"Malignant neoplasm of bladder"|"Neoplasm of uncertain behavior of bladder"|"Malignant neoplasm of anterior wall of urinary bladder"|"Malignant neoplasm of posterior wall of urinary bladder"|"Carcinoma in situ of bladder"|"Malignant neoplasm of bladder neck"|"Malignant neoplasm of trigone of urinary bladder"|"Neoplasm of unspecified nature of bladder"|"Malignant neoplasm of ureteric orifice"|"Malignant neoplasm of bladder, part unspecified"|"Malignant neoplasm of other specified sites of bladder"
